name	accession	length	type	submission_date	organism	host	strain	segment	geo_loc_name	country	country_code	collection_original	collection_date	note
JQ902003	JQ902003	15443	viral cRNA	2019-01-18	Human respirovirus 1	Homo sapiens	HPIV1/WI/629-D01145/2009	NA	USA	USA	USA	23-Nov-2009	2009-11-23	NA
PP334195	PP334195	15443	viral cRNA	2024-05-01	Human respirovirus 1	Homo sapiens	HPIV1/USA/4N7/2009	NA	USA	USA	USA	2009-10	2009-10-01	metagenomic
PP334201	PP334201	15443	viral cRNA	2024-05-01	Human respirovirus 1	Homo sapiens	HPIV1/USA/5S7/2010	NA	USA	USA	USA	2010-02	2010-02-01	metagenomic
PP334202	PP334202	15443	viral cRNA	2024-05-01	Human respirovirus 1	Homo sapiens	HPIV1/USA/5S8/2010	NA	USA	USA	USA	2010-02	2010-02-01	metagenomic
PP334210	PP334210	15443	viral cRNA	2024-05-01	Human respirovirus 1	Homo sapiens	HPIV1/USA/8N6/2011	NA	USA	USA	USA	2011-10	2011-10-01	metagenomic
PP334211	PP334211	15443	viral cRNA	2024-05-01	Human respirovirus 1	Homo sapiens	HPIV1/USA/8N8/2011	NA	USA	USA	USA	2011-11	2011-11-01	metagenomic
PP334213	PP334213	15443	viral cRNA	2024-05-01	Human respirovirus 1	Homo sapiens	HPIV1/USA/8P5/2011	NA	USA	USA	USA	2011-11	2011-11-01	metagenomic
PP334215	PP334215	15443	viral cRNA	2024-05-01	Human respirovirus 1	Homo sapiens	HPIV1/USA/8R6/2011	NA	USA	USA	USA	2011-12	2011-12-01	metagenomic
JQ902007	JQ902007	15442	viral cRNA	2019-01-18	Human respirovirus 1	Homo sapiens	HPIV1/WI/629-D02039/2009	NA	USA	USA	USA	10-Dec-2009	2009-12-10	NA
JQ901987	JQ901987	15440	viral cRNA	2019-01-18	Human respirovirus 1	Homo sapiens	HPIV1/WI/629-D00057/2009	NA	USA	USA	USA	29-Sep-2009	2009-09-29	NA
JQ902002	JQ902002	15439	viral cRNA	2019-01-18	Human respirovirus 1	Homo sapiens	HPIV1/WI/629-D02072/2009	NA	USA	USA	USA	18-Nov-2009	2009-11-18	NA
KF687311	KF687311	15439	viral cRNA	2013-09-30	Human respirovirus 1	Homo sapiens	HPIV1/ZAF/879/2010	NA	South Africa	South Africa	ZAF	19-May-2010	2010-05-19	NA
JQ902006	JQ902006	15434	viral cRNA	2019-01-18	Human respirovirus 1	Homo sapiens	HPIV1/WI/629-D01250/2009	NA	USA	USA	USA	04-Dec-2009	2009-12-04	NA
KY967353	KY967353	15427	viral cRNA	2023-12-22	Human respirovirus 1	Homo sapiens	HPIV1/Seattle/USA/6F7/2010	NA	USA	USA	USA	2010	2010-01-01	NA
KF530204	KF530204	15424	viral cRNA	2013-09-14	Human respirovirus 1	Homo sapiens	HPIV1/ZAF/2530/2008	NA	South Africa	South Africa	ZAF	26-Aug-2008	2008-08-26	NA
KF687308	KF687308	15424	viral cRNA	2013-09-30	Human respirovirus 1	Homo sapiens	HPIV1/USA/629-D02161/2009	NA	USA: Milwaukee, WI	USA	USA	03-Oct-2009	2009-10-03	NA
MH892404	MH892404	15422	viral cRNA	2019-02-05	Human respirovirus 1	Homo sapiens	t146a291_HPIV1	NA	Netherlands	Netherlands	NLD	05-Feb-2013	2013-02-05	LLcmk2 cell culture passage 3
PP334234	PP334234	15422	viral cRNA	2024-05-01	Human respirovirus 1	Homo sapiens	HPIV1/USA/11E1/2013	NA	USA	USA	USA	2013-12	2013-12-01	metagenomic
KF687307	KF687307	15418	viral cRNA	2013-09-30	Human respirovirus 1	Homo sapiens	HPIV1/USA/629-D00712/2009	NA	USA: Milwaukee, WI	USA	USA	02-Oct-2009	2009-10-02	NA
KF530222	KF530222	15411	viral cRNA	2013-09-14	Human respirovirus 1	Homo sapiens	HPIV1/CHE/1109273044/2011	NA	Switzerland	Switzerland	CHE	27-Sep-2011	2011-09-27	NA
LC654457	LC654457	15407	genomic RNA	2022-03-29	Human respirovirus 1	Homo sapiens 74 years old female	NIID_79081_1_2019	NA	USA	USA	USA	2017-11-29	2017-11-29	NA
JQ901975	JQ901975	15406	viral cRNA	2019-01-18	Human respirovirus 1	Homo sapiens	HPIV1/WI/629-001/1997	NA	USA	USA	USA	03-Oct-1997	1997-10-03	NA
PQ117911	PQ117911	15402	viral cRNA	2024-08-31	Human respirovirus 1	Homo sapiens	H20-358-8111	NA	USA: Virginia	USA	USA	12-Mar-2024	2024-03-12	NA
KY674966	KY674966	15394	viral cRNA	2023-12-22	Human respirovirus 1	Homo sapiens	HPIV1/Seattle/USA/9O3/2012	NA	USA	USA	USA	2012	2012-01-01	NA
ON778018	ON778018	15394	viral cRNA	2023-02-05	Human respirovirus 1	Homo sapiens	PIV1_2	NA	USA	USA	USA	2019-11-22	2019-11-22	NA
PP068618	PP068618	15394	viral cRNA	2024-01-19	Human respirovirus 1	Homo sapiens	HPIV1/USA/11K1/2014	NA	USA	USA	USA	2014-03	2014-03-01	NA
KF687312	KF687312	15390	viral cRNA	2013-09-30	Human respirovirus 1	Homo sapiens	HPIV1/FRA/27344044/2007	NA	France	France	FRA	23-Aug-2007	2007-08-23	NA
OQ981698	OQ981698	15388	viral cRNA	2024-09-06	Human respirovirus 1	Homo sapiens	HPIV1/China_Beijing/BCH20180770/2018	NA	China	China	CHN	01-Nov-2018	2018-11-01	NA
JQ901997	JQ901997	15387	viral cRNA	2019-01-18	Human respirovirus 1	Homo sapiens	HPIV1/WI/629-D01900/2009	NA	USA	USA	USA	21-Oct-2009	2009-10-21	NA
JQ901999	JQ901999	15387	viral cRNA	2019-01-18	Human respirovirus 1	Homo sapiens	HPIV1/WI/629-D02143/2009	NA	USA	USA	USA	24-Oct-2009	2009-10-24	NA
OQ981674	OQ981674	15386	viral cRNA	2024-09-06	Human respirovirus 1	Homo sapiens	HPIV1/China_Zhejiang/WZ17271/2018	NA	China	China	CHN	23-Nov-2018	2018-11-23	NA
JQ902005	JQ902005	15383	viral cRNA	2019-01-18	Human respirovirus 1	Homo sapiens	HPIV1/WI/629-D02209/2009	NA	USA	USA	USA	30-Nov-2009	2009-11-30	NA
JQ902010	JQ902010	15383	viral cRNA	2019-01-18	Human respirovirus 1	Homo sapiens	HPIV1/WI/629-D02071/2010	NA	USA	USA	USA	02-Mar-2010	2010-03-02	NA
PP334199	PP334199	15383	viral cRNA	2024-05-01	Human respirovirus 1	Homo sapiens	HPIV1/USA/5K1/2009	NA	USA	USA	USA	2009-11	2009-11-01	metagenomic
OQ981688	OQ981688	15382	viral cRNA	2024-09-06	Human respirovirus 1	Homo sapiens	HPIV1/China_Beijing/BCH20150558/2015	NA	China	China	CHN	05-Mar-2015	2015-03-05	NA
OQ981690	OQ981690	15382	viral cRNA	2024-09-06	Human respirovirus 1	Homo sapiens	HPIV1/China_Beijing/BCH20160432/2016	NA	China	China	CHN	10-Aug-2016	2016-08-10	NA
OQ981694	OQ981694	15382	viral cRNA	2024-09-06	Human respirovirus 1	Homo sapiens	HPIV1/China_Beijing/BCH20170345/2017	NA	China	China	CHN	03-Aug-2017	2017-08-03	NA
OQ981696	OQ981696	15382	viral cRNA	2024-09-06	Human respirovirus 1	Homo sapiens	HPIV1/China_Beijing/BCH20180405/2018	NA	China	China	CHN	30-Mar-2018	2018-03-30	NA
KY674967	KY674967	15381	viral cRNA	2023-12-22	Human respirovirus 1	Homo sapiens	HPIV1/Seattle/USA/9S10/2012	NA	USA	USA	USA	2012	2012-01-01	NA
OQ981667	OQ981667	15380	viral cRNA	2024-09-06	Human respirovirus 1	Homo sapiens	HPIV1/China_Beijing/BCH19055/2019	NA	China	China	CHN	12-Apr-2019	2019-04-12	NA
OQ981668	OQ981668	15380	viral cRNA	2024-09-06	Human respirovirus 1	Homo sapiens	HPIV1/China_Beijing/BCH19213/2019	NA	China	China	CHN	29-Nov-2019	2019-11-29	NA
OQ981669	OQ981669	15380	viral cRNA	2024-09-06	Human respirovirus 1	Homo sapiens	HPIV1/China_Beijing/BCH19192/2019	NA	China	China	CHN	15-Nov-2019	2019-11-15	NA
OQ981671	OQ981671	15380	viral cRNA	2024-09-06	Human respirovirus 1	Homo sapiens	HPIV1/China_Guizhou/GY18190/2018	NA	China	China	CHN	01-Dec-2018	2018-12-01	NA
OQ981672	OQ981672	15380	viral cRNA	2024-09-06	Human respirovirus 1	Homo sapiens	HPIV1/China_Zhejiang/WZ17106/2018	NA	China	China	CHN	10-Mar-2018	2018-03-10	NA
OQ981673	OQ981673	15380	viral cRNA	2024-09-06	Human respirovirus 1	Homo sapiens	HPIV1/China_Zhejiang/WZ17141/2018	NA	China	China	CHN	23-Mar-2018	2018-03-23	NA
OQ981675	OQ981675	15380	viral cRNA	2024-09-06	Human respirovirus 1	Homo sapiens	HPIV1/China_Zhejiang/WZ17307/2018	NA	China	China	CHN	18-Dec-2018	2018-12-18	NA
OQ981676	OQ981676	15380	viral cRNA	2024-09-06	Human respirovirus 1	Homo sapiens	HPIV1/China_Zhejiang/WZ17313/2018	NA	China	China	CHN	21-Dec-2018	2018-12-21	NA
OQ981677	OQ981677	15380	viral cRNA	2024-09-06	Human respirovirus 1	Homo sapiens	HPIV1/China_Ningxia/YC17073/2017	NA	China	China	CHN	16-Oct-2017	2017-10-16	NA
OQ981678	OQ981678	15380	viral cRNA	2024-09-06	Human respirovirus 1	Homo sapiens	HPIV1/China_Ningxia/YC17088/2017	NA	China	China	CHN	28-Oct-2017	2017-10-28	NA
OQ981679	OQ981679	15380	viral cRNA	2024-09-06	Human respirovirus 1	Homo sapiens	HPIV1/China_Ningxia/YC17091/2017	NA	China	China	CHN	24-Oct-2017	2017-10-24	NA
OQ981680	OQ981680	15380	viral cRNA	2024-09-06	Human respirovirus 1	Homo sapiens	HPIV1/China_Ningxia/YC18090/2018	NA	China	China	CHN	08-Aug-2018	2018-08-08	NA
OQ981681	OQ981681	15380	viral cRNA	2024-09-06	Human respirovirus 1	Homo sapiens	HPIV1/China_Ningxia/YC18091/2018	NA	China	China	CHN	08-Aug-2018	2018-08-08	NA
OQ981682	OQ981682	15380	viral cRNA	2024-09-06	Human respirovirus 1	Homo sapiens	HPIV1/China_Ningxia/YC18101/2018	NA	China	China	CHN	30-Aug-2018	2018-08-30	NA
OQ981683	OQ981683	15380	viral cRNA	2024-09-06	Human respirovirus 1	Homo sapiens	HPIV1/China_Ningxia/YC18154/2018	NA	China	China	CHN	09-Oct-2018	2018-10-09	NA
OQ981684	OQ981684	15380	viral cRNA	2024-09-06	Human respirovirus 1	Homo sapiens	HPIV1/China_Ningxia/YC19062/2019	NA	China	China	CHN	08-May-2019	2019-05-08	NA
OQ981685	OQ981685	15380	viral cRNA	2024-09-06	Human respirovirus 1	Homo sapiens	HPIV1/China_Ningxia/YC19076/2019	NA	China	China	CHN	08-Aug-2019	2019-08-08	NA
JQ902001	JQ902001	15378	viral cRNA	2019-01-18	Human respirovirus 1	Homo sapiens	HPIV1/WI/629-D01790/2009	NA	USA	USA	USA	07-Nov-2009	2009-11-07	NA
JQ902000	JQ902000	15376	viral cRNA	2019-01-18	Human respirovirus 1	Homo sapiens	HPIV1/WI/629-D01463/2009	NA	USA	USA	USA	07-Nov-2009	2009-11-07	NA
OQ981702	OQ981702	15374	viral cRNA	2024-09-06	Human respirovirus 1	Homo sapiens	HPIV1/China_Beijing/BCH20200698/2020	NA	China	China	CHN	30-Oct-2020	2020-10-30	NA
OQ981703	OQ981703	15374	viral cRNA	2024-09-06	Human respirovirus 1	Homo sapiens	HPIV1/China_Beijing/BCH20200781/2020	NA	China	China	CHN	29-Dec-2020	2020-12-29	NA
OQ981704	OQ981704	15374	viral cRNA	2024-09-06	Human respirovirus 1	Homo sapiens	HPIV1/China_Beijing/BCH20200782/2020	NA	China	China	CHN	30-Dec-2020	2020-12-30	NA
OQ981708	OQ981708	15374	viral cRNA	2024-09-06	Human respirovirus 1	Homo sapiens	HPIV1/China_Beijing/BCH20210093/2021	NA	China	China	CHN	16-Jun-2021	2021-06-16	NA
OQ981709	OQ981709	15374	viral cRNA	2024-09-06	Human respirovirus 1	Homo sapiens	HPIV1/China_Beijing/BCH20210111/2021	NA	China	China	CHN	19-Jul-2021	2021-07-19	NA
OQ981710	OQ981710	15374	viral cRNA	2024-09-06	Human respirovirus 1	Homo sapiens	HPIV1/China_Beijing/BCH20210137/2021	NA	China	China	CHN	05-Aug-2021	2021-08-05	NA
OQ981711	OQ981711	15374	viral cRNA	2024-09-06	Human respirovirus 1	Homo sapiens	HPIV1/China_Beijing/BCH288/2021	NA	China	China	CHN	25-Oct-2021	2021-10-25	NA
MW575643	MW575643	15372	viral cRNA	2021-06-29	Human respirovirus 1	Homo sapiens	JL18058d5/2018	NA	China	China	CHN	2018	2018-01-01	NA
KF687313	KF687313	15368	viral cRNA	2013-09-30	Human respirovirus 1	Homo sapiens	HPIV1/FRA/29221106/2009	NA	France	France	FRA	25-May-2009	2009-05-25	NA
OQ981701	OQ981701	15368	viral cRNA	2024-09-06	Human respirovirus 1	Homo sapiens	HPIV1/China_Beijing/BCH20200226/2020	NA	China	China	CHN	04-Feb-2020	2020-02-04	NA
OQ981705	OQ981705	15368	viral cRNA	2024-09-06	Human respirovirus 1	Homo sapiens	HPIV1/China_Beijing/BCH20200786/2020	NA	China	China	CHN	06-Jan-2021	2021-01-06	NA
OQ981706	OQ981706	15368	viral cRNA	2024-09-06	Human respirovirus 1	Homo sapiens	HPIV1/China_Beijing/BCH20210017/2021	NA	China	China	CHN	23-Mar-2021	2021-03-23	NA
OQ981707	OQ981707	15368	viral cRNA	2024-09-06	Human respirovirus 1	Homo sapiens	HPIV1/China_Beijing/BCH20210081/2021	NA	China	China	CHN	31-May-2021	2021-05-31	NA
PP334200	PP334200	15368	viral cRNA	2024-05-01	Human respirovirus 1	Homo sapiens	HPIV1/USA/5L4/2009	NA	USA	USA	USA	2009-12	2009-12-01	metagenomic
PP334212	PP334212	15368	viral cRNA	2024-05-01	Human respirovirus 1	Homo sapiens	HPIV1/USA/8O9/2011	NA	USA	USA	USA	2011-11	2011-11-01	metagenomic
OQ981692	OQ981692	15365	viral cRNA	2024-09-06	Human respirovirus 1	Homo sapiens	HPIV1/China_Beijing/BCH20170219/2017	NA	China	China	CHN	05-Apr-2017	2017-04-05	NA
OQ981693	OQ981693	15365	viral cRNA	2024-09-06	Human respirovirus 1	Homo sapiens	HPIV1/China_Beijing/BCH20170252/2017	NA	China	China	CHN	15-May-2017	2017-05-15	NA
OQ981695	OQ981695	15365	viral cRNA	2024-09-06	Human respirovirus 1	Homo sapiens	HPIV1/China_Beijing/BCH20170584/2017	NA	China	China	CHN	01-Dec-2017	2017-12-01	NA
OQ981697	OQ981697	15365	viral cRNA	2024-09-06	Human respirovirus 1	Homo sapiens	HPIV1/China_Beijing/BCH20180721/2018	NA	China	China	CHN	27-Sep-2018	2018-09-27	NA
OQ981699	OQ981699	15365	viral cRNA	2024-09-06	Human respirovirus 1	Homo sapiens	HPIV1/China_Beijing/BCH20180797/2018	NA	China	China	CHN	09-Nov-2018	2018-11-09	NA
OQ981700	OQ981700	15365	viral cRNA	2024-09-06	Human respirovirus 1	Homo sapiens	HPIV1/China_Beijing/BCH20180919/2018	NA	China	China	CHN	12-Dec-2018	2018-12-12	NA
OQ981689	OQ981689	15357	viral cRNA	2024-09-06	Human respirovirus 1	Homo sapiens	HPIV1/China_Beijing/BCH20170406/2017	NA	China	China	CHN	07-Sep-2017	2017-09-07	NA
OQ981691	OQ981691	15351	viral cRNA	2024-09-06	Human respirovirus 1	Homo sapiens	HPIV1/China_Beijing/BCH20160495/2016	NA	China	China	CHN	05-Sep-2016	2016-09-05	NA
PQ117906	PQ117906	15350	viral cRNA	2024-08-31	Human respirovirus 1	Homo sapiens	H20-346-1349	NA	USA: California	USA	USA	16-Dec-2023	2023-12-16	NA
KF530224	KF530224	15341	viral cRNA	2013-09-14	Human respirovirus 1	Homo sapiens	HPIV1/FRA/31211174/2011	NA	France	France	FRA	23-May-2011	2011-05-23	NA
JQ901996	JQ901996	15340	viral cRNA	2019-01-18	Human respirovirus 1	Homo sapiens	HPIV1/WI/629-D01164/2009	NA	USA	USA	USA	20-Oct-2009	2009-10-20	NA
PP886678	PP886678	15340	viral cRNA	2024-06-12	Human respirovirus 1	Homo sapiens	hPIV1/Russia/SPE-RII-4314S/2019	NA	Russia: Saint Petersburg	Russia	RUS	16-Apr-2019	2019-04-16	GIHSN ID: 18/19-2-0494
OQ981670	OQ981670	15327	viral cRNA	2024-09-06	Human respirovirus 1	Homo sapiens	HPIV1/China_Guizhou/GY18189/2018	NA	China	China	CHN	01-Dec-2018	2018-12-01	NA
OQ981686	OQ981686	15327	viral cRNA	2024-09-06	Human respirovirus 1	Homo sapiens	HPIV1/China_Ningxia/YC19111/2019	NA	China	China	CHN	25-Sep-2019	2019-09-25	NA
OQ981687	OQ981687	15327	viral cRNA	2024-09-06	Human respirovirus 1	Homo sapiens	HPIV1/China_Ningxia/YC19192/2020	NA	China	China	CHN	08-Jan-2020	2020-01-08	NA
PP757765	PP757765	15315	viral cRNA	2024-05-12	Human respirovirus 1	Homo sapiens	hPiv1/Russia/SPE-RII-5007S/2023	NA	Russia: Saint Petersburg	Russia	RUS	22-Nov-2023	2023-11-22	GIHSN ID:23/24-2-0230
PP886684	PP886684	15210	viral cRNA	2024-06-12	Human respirovirus 1	Homo sapiens	hPIV1/Russia/SPE-RII-103S/2019	NA	Russia: Saint Petersburg	Russia	RUS	12-Nov-2019	2019-11-12	NA
KF530219	KF530219	15205	viral cRNA	2013-09-14	Human respirovirus 1	Homo sapiens	HPIV1/FRA/31026021/2011	NA	France	France	FRA	15-Jan-2011	2011-01-15	NA
PP886697	PP886697	15186	viral cRNA	2024-06-12	Human respirovirus 1	Homo sapiens	hPIV1/Russia/SPE-RII-1553S/2020	NA	Russia: Saint Petersburg	Russia	RUS	27-Jan-2020	2020-01-27	GIHSN ID: 19/20-2-0114
PP886685	PP886685	15185	viral cRNA	2024-06-12	Human respirovirus 1	Homo sapiens	hPIV1/Russia/SPE-RII-115S/2019	NA	Russia: Saint Petersburg	Russia	RUS	20-Nov-2019	2019-11-20	GIHSN
PP886698	PP886698	15185	viral cRNA	2024-06-12	Human respirovirus 1	Homo sapiens	hPIV1/Russia/SPE-RII-2570S/2020	NA	Russia: Saint Petersburg	Russia	RUS	23-Feb-2020	2020-02-23	NA
OR571883	OR571883	15154	viral cRNA	2023-10-25	Human respirovirus 1	NA	C35	NA	Spain	Spain	ESP	02-Dec-2014	2014-12-02	NA
KF687316	KF687316	15104	viral cRNA	2013-12-30	Human respirovirus 1	Homo sapiens	HPIV1/USA/35745H/2011	NA	USA: SE Wisconsin	USA	USA	12-Oct-2011	2011-10-12	NA
PP886681	PP886681	15087	viral cRNA	2024-06-12	Human respirovirus 1	Homo sapiens	hPIV1/Russia/SPE-RII-82S/2019	NA	Russia: Saint Petersburg	Russia	RUS	06-Nov-2019	2019-11-06	NA
PP477776	PP477776	15055	viral cRNA	2024-03-19	Human respirovirus 1	Homo sapiens	hPIV1/Russia/SPE-RII-18746V/2023	NA	Russia: Saint Petersburg	Russia	RUS	10-May-2023	2023-05-10	GIHSN ID: 22/23-3-1929
JQ902009	JQ902009	15051	viral cRNA	2019-01-18	Human respirovirus 1	Homo sapiens	HPIV1/WI/629-D02211/2010	NA	USA	USA	USA	15-Feb-2010	2010-02-15	NA
PP757764	PP757764	15046	viral cRNA	2024-05-12	Human respirovirus 1	Homo sapiens	hPiv1/Russia/SPE-RII-1874S/2023	NA	Russia: Saint Petersburg	Russia	RUS	24-Oct-2023	2023-10-24	GIHSN ID: 23/24-2-0030
PP886688	PP886688	15036	viral cRNA	2024-06-12	Human respirovirus 1	Homo sapiens	hPIV1/Russia/SPE-RII-192S/2019	NA	Russia: Saint Petersburg	Russia	RUS	25-Nov-2019	2019-11-25	NA
PP886677	PP886677	15015	viral cRNA	2024-06-12	Human respirovirus 1	Homo sapiens	hPIV1/Russia/SPE-RII-3855S/2018	NA	Russia: Saint Petersburg	Russia	RUS	05-Feb-2018	2018-02-05	NA
PP886704	PP886704	15005	viral cRNA	2024-06-12	Human respirovirus 1	Homo sapiens	hPIV1/Russia/SPE-RII-27009S/2022	NA	Russia: Saint Petersburg	Russia	RUS	27-Jun-2022	2022-06-27	GIHSN ID: 21/22-3-0841
PP886707	PP886707	14986	viral cRNA	2024-06-12	Human respirovirus 1	Homo sapiens	hPIV1/Russia/SPE-RII-971S/2022	NA	Russia: Saint Petersburg	Russia	RUS	03-Oct-2022	2022-10-03	GIHSN ID: 22/23-3-0016
PP886686	PP886686	14903	viral cRNA	2024-06-12	Human respirovirus 1	Homo sapiens	hPIV1/Russia/SPE-RII-135S/2019	NA	Russia: Saint Petersburg	Russia	RUS	18-Nov-2019	2019-11-18	NA
PP886696	PP886696	14792	viral cRNA	2024-06-12	Human respirovirus 1	Homo sapiens	hPIV1/Russia/SPE-RII-1187S/2020	NA	Russia: Saint Petersburg	Russia	RUS	15-Jan-2020	2020-01-15	GIHSN ID: 19/20-3-0055
PP886693	PP886693	14777	viral cRNA	2024-06-12	Human respirovirus 1	Homo sapiens	hPIV1/Russia/SPE-RII-367S/2019	NA	Russia: Saint Petersburg	Russia	RUS	16-Dec-2019	2019-12-16	GIHSN ID: 19/20-2-0002
PP886691	PP886691	14765	viral cRNA	2024-06-12	Human respirovirus 1	Homo sapiens	hPIV1/Russia/SPE-RII-268S/2019	NA	Russia: Saint Petersburg	Russia	RUS	10-Dec-2019	2019-12-10	GIHSN
KF687309	KF687309	14764	viral cRNA	2015-03-31	Human respirovirus 1	Homo sapiens	HPIV1/MEX/447/2003	NA	Mexico	Mexico	MEX	04-Sep-2003	2003-09-04	NA
PP886703	PP886703	14760	viral cRNA	2024-06-12	Human respirovirus 1	Homo sapiens	hPIV1/Russia/SPE-RII-24007S/2022	NA	Russia: Saint Petersburg	Russia	RUS	30-May-2022	2022-05-30	GIHSN ID: 21/22-3-0747
PP886676	PP886676	14759	viral cRNA	2024-06-12	Human respirovirus 1	Homo sapiens	hPIV1/Russia/SPE-RII-635S/2018	NA	Russia: Saint Petersburg	Russia	RUS	25-Jan-2018	2018-01-25	GIHSN ID: 17/18-2-137
PP886687	PP886687	14759	viral cRNA	2024-06-12	Human respirovirus 1	Homo sapiens	hPIV1/Russia/SPE-RII-171S/2019	NA	Russia: Saint Petersburg	Russia	RUS	27-Nov-2019	2019-11-27	GIHSN
PP886689	PP886689	14759	viral cRNA	2024-06-12	Human respirovirus 1	Homo sapiens	hPIV1/Russia/SPE-RII-231S/2019	NA	Russia: Saint Petersburg	Russia	RUS	28-Nov-2019	2019-11-28	NA
PP886699	PP886699	14759	viral cRNA	2024-06-12	Human respirovirus 1	Homo sapiens	hPIV1/Russia/SPE-RII-3435S/2020	NA	Russia: Saint Petersburg	Russia	RUS	05-Mar-2020	2020-03-05	GIHSN
PP886700	PP886700	14757	viral cRNA	2024-06-12	Human respirovirus 1	Homo sapiens	hPIV1/Russia/SPE-RII-29790S/2020	NA	Russia: Saint Petersburg	Russia	RUS	10-Feb-2020	2020-02-10	NA
PP757766	PP757766	14756	viral cRNA	2024-05-12	Human respirovirus 1	Homo sapiens	hPiv1/Russia/SPE-RII-5536S/2023	NA	Russia: Saint Petersburg	Russia	RUS	28-Nov-2023	2023-11-28	NA
PP886709	PP886709	14756	viral cRNA	2024-06-12	Human respirovirus 1	Homo sapiens	hPIV1/Russia/SPE-RII-12076S/2023	NA	Russia: Saint Petersburg	Russia	RUS	16-Feb-2023	2023-02-16	GIHSN ID: 22/23-3-1282
PP886710	PP886710	14756	viral cRNA	2024-06-12	Human respirovirus 1	Homo sapiens	hPIV1/Russia/SPE-RII-19169S/2023	NA	Russia: Saint Petersburg	Russia	RUS	15-May-2023	2023-05-15	NA
PP886711	PP886711	14756	viral cRNA	2024-06-12	Human respirovirus 1	Homo sapiens	hPIV1/Russia/SPE-RII-22561S/2023	NA	Russia: Saint Petersburg	Russia	RUS	03-Jul-2023	2023-07-03	GIHSN
PP886675	PP886675	14754	viral cRNA	2024-06-12	Human respirovirus 1	Homo sapiens	hPIV1/Russia/SPE-RII-600S/2018	NA	Russia: Saint Petersburg	Russia	RUS	24-Jan-2018	2018-01-24	GIHSN ID: 17/18-2-109
PP886679	PP886679	14753	viral cRNA	2024-06-12	Human respirovirus 1	Homo sapiens	hPIV1/Russia/SPE-RII-4669S/2019	NA	Russia: Saint Petersburg	Russia	RUS	20-May-2019	2019-05-20	GIHSN ID: 18/19-2-0537
PP886680	PP886680	14753	viral cRNA	2024-06-12	Human respirovirus 1	Homo sapiens	hPIV1/Russia/SPE-RII-39S/2019	NA	Russia: Saint Petersburg	Russia	RUS	23-Oct-2019	2019-10-23	NA
PP886682	PP886682	14753	viral cRNA	2024-06-12	Human respirovirus 1	Homo sapiens	hPIV1/Russia/SPE-RII-88S/2019	NA	Russia: Saint Petersburg	Russia	RUS	06-Nov-2019	2019-11-06	NA
PP886683	PP886683	14753	viral cRNA	2024-06-12	Human respirovirus 1	Homo sapiens	hPIV1/Russia/SPE-RII-97S/2019	NA	Russia: Saint Petersburg	Russia	RUS	12-Nov-2019	2019-11-12	NA
PP886690	PP886690	14753	viral cRNA	2024-06-12	Human respirovirus 1	Homo sapiens	hPIV1/Russia/SPE-RII-241S/2019	NA	Russia: Saint Petersburg	Russia	RUS	03-Dec-2019	2019-12-03	GIHSN
PP886692	PP886692	14753	viral cRNA	2024-06-12	Human respirovirus 1	Homo sapiens	hPIV1/Russia/SPE-RII-366S/2019	NA	Russia: Saint Petersburg	Russia	RUS	16-Dec-2019	2019-12-16	GIHSN ID: 19/20-2-0001
PP886694	PP886694	14753	viral cRNA	2024-06-12	Human respirovirus 1	Homo sapiens	hPIV1/Russia/SPE-RII-406S/2019	NA	Russia: Saint Petersburg	Russia	RUS	16-Dec-2019	2019-12-16	NA
PP886695	PP886695	14753	viral cRNA	2024-06-12	Human respirovirus 1	Homo sapiens	hPIV1/Russia/SPE-RII-562S/2019	NA	Russia: Saint Petersburg	Russia	RUS	24-Dec-2019	2019-12-24	GIHSN ID: 19/20-2-0012
PP886701	PP886701	14753	viral cRNA	2024-06-12	Human respirovirus 1	Homo sapiens	hPIV1/Russia/SPE-RII-23200S/2022	NA	Russia: Saint Petersburg	Russia	RUS	23-May-2022	2022-05-23	GIHSN ID: 21/22-3-0714
PP886702	PP886702	14753	viral cRNA	2024-06-12	Human respirovirus 1	Homo sapiens	hPIV1/Russia/SPE-RII-23998S/2022	NA	Russia: Saint Petersburg	Russia	RUS	30-May-2022	2022-05-30	GIHSN ID: 21/22-3-0738
PP886706	PP886706	14753	viral cRNA	2024-06-12	Human respirovirus 1	Homo sapiens	hPIV1/Russia/SPE-RII-31857S/2022	NA	Russia: Saint Petersburg	Russia	RUS	17-Aug-2022	2022-08-17	GIHSN ID: 21/22-3-0942
PP886708	PP886708	14615	viral cRNA	2024-06-12	Human respirovirus 1	Homo sapiens	hPIV1/Russia/SPE-RII-1502S/2022	NA	Russia: Saint Petersburg	Russia	RUS	25-Oct-2022	2022-10-25	GIHSN ID: 22/23-3-0140
PP757767	PP757767	14606	viral cRNA	2024-05-12	Human respirovirus 1	Homo sapiens	hPiv1/Russia/SPE-RII-6452S/2023	NA	Russia: Saint Petersburg	Russia	RUS	04-Dec-2023	2023-12-04	GIHSN ID: 23/24-2-0308
KF530211	KF530211	14416	viral cRNA	2013-09-14	Human respirovirus 1	Homo sapiens	HPIV1/USA/33095J/2011	NA	USA: SE Wisconsin	USA	USA	24-Jun-2011	2011-06-24	NA
KF530223	KF530223	14415	viral cRNA	2013-09-14	Human respirovirus 1	Homo sapiens	HPIV1/FRA/29212070/2009	NA	France	France	FRA	19-May-2009	2009-05-19	NA
