name	accession	length	type	submission_date	organism	host	strain	segment	geo_loc_name	country	country_code	collection_original	collection_date	note
KJ672545	KJ672545	15202	viral cRNA	2015-01-28	Human respirovirus 3	Homo sapiens	HPIV3/Homo sapiens/PER/FLA7749/2009	NA	Peru: Piura	Peru	PER	20-May-2009	2009-05-20	NA
KF530237	KF530237	15194	viral cRNA	2013-09-14	Human respirovirus 3	Homo sapiens	HPIV3/AUS/2/2007	NA	Australia	Australia	AUS	2007	2007-01-01	NA
MW575661	MW575661	15193	viral cRNA	2021-06-29	Human respirovirus 3	Homo sapiens	BCH3242A/2012	NA	China	China	CHN	2012	2012-01-01	NA
KF687325	KF687325	15172	viral cRNA	2013-09-30	Human respirovirus 3	Homo sapiens	HPIV3/MEX/2831/2006	NA	Mexico	Mexico	MEX	06-Jun-2006	2006-06-06	NA
KJ672593	KJ672593	15170	viral cRNA	2015-01-28	Human respirovirus 3	Homo sapiens	HPIV3/Homo sapiens/PER/FLA7790/2009	NA	Peru: Piura	Peru	PER	01-Jun-2009	2009-06-01	NA
KJ672597	KJ672597	15163	viral cRNA	2015-01-28	Human respirovirus 3	Homo sapiens	HPIV3/Homo sapiens/PER/FLA4215/2008	NA	Peru: Piura	Peru	PER	27-Sep-2008	2008-09-27	NA
KJ672555	KJ672555	15158	viral cRNA	2015-01-28	Human respirovirus 3	Homo sapiens	HPIV3/Homo sapiens/PER/FLE9753/2010	NA	Peru: Callao	Peru	PER	18-May-2010	2010-05-18	NA
KJ672561	KJ672561	15154	viral cRNA	2015-01-28	Human respirovirus 3	Homo sapiens	HPIV3/Homo sapiens/PER/FLE4303/2009	NA	Peru: Iquitos	Peru	PER	12-Aug-2009	2009-08-12	NA
MK343445	MK343445	15153	genomic RNA	2020-01-01	Human respirovirus 3	Homo sapiens	MCL-18-H-1211	NA	India: Bangalore City, Karnataka State	India	IND	04-Jun-2018	2018-06-04	NA
KJ672542	KJ672542	15150	viral cRNA	2015-01-28	Human respirovirus 3	Homo sapiens	HPIV3/Homo sapiens/PER/CFI0090/2009	NA	Peru: Iquitos	Peru	PER	21-Sep-2009	2009-09-21	NA
KJ672578	KJ672578	15143	viral cRNA	2015-01-28	Human respirovirus 3	Homo sapiens	HPIV3/Homo sapiens/PER/CFI0033/2009	NA	Peru: Iquitos	Peru	PER	13-Nov-2009	2009-11-13	NA
KJ672572	KJ672572	15142	viral cRNA	2015-01-28	Human respirovirus 3	Homo sapiens	HPIV3/Homo sapiens/PER/FLA5976/2009	NA	Peru: Iquitos	Peru	PER	28-Jan-2009	2009-01-28	NA
KJ672567	KJ672567	15105	viral cRNA	2015-01-28	Human respirovirus 3	Homo sapiens	HPIV3/Homo sapiens/PER/FLE8169/2010	NA	Peru: Callao	Peru	PER	01-Mar-2010	2010-03-01	NA
MH006655	MH006655	15083	viral cRNA	2018-05-17	Human respirovirus 3	Homo sapiens	HPIV3/VietNam/075/2009	NA	Viet Nam	Viet Nam	VNM	27-Nov-2009	2009-11-27	NA
KJ672539	KJ672539	15071	viral cRNA	2015-01-28	Human respirovirus 3	Homo sapiens	HPIV3/Homo sapiens/PER/FLU8586/2007	NA	Peru: Iquitos	Peru	PER	17-Sep-2007	2007-09-17	NA
KJ672534	KJ672534	15063	viral cRNA	2015-01-28	Human respirovirus 3	Homo sapiens	HPIV3/Homo sapiens/PER/FLA4284/2008	NA	Peru: Piura	Peru	PER	15-Oct-2008	2008-10-15	NA
KJ672590	KJ672590	15063	viral cRNA	2015-01-28	Human respirovirus 3	Homo sapiens	HPIV3/Homo sapiens/PER/CFI0241/2010	NA	Peru: Iquitos	Peru	PER	21-Jan-2010	2010-01-21	NA
KJ672569	KJ672569	15062	viral cRNA	2015-01-28	Human respirovirus 3	Homo sapiens	HPIV3/Homo sapiens/PER/CFI1376/2011	NA	Peru: Iquitos	Peru	PER	21-Jun-2011	2011-06-21	NA
PP593216	PP593216	15056	viral cRNA	2024-04-15	Human respirovirus 3	Homo sapiens	ASU105550	NA	USA: Tempe, Arizona	USA	USA	24-May-2023	2023-05-24	NA
KJ672562	KJ672562	15051	viral cRNA	2015-01-28	Human respirovirus 3	Homo sapiens	HPIV3/Homo sapiens/PER/FLA6503/2009	NA	Peru: Iquitos	Peru	PER	25-Mar-2009	2009-03-25	NA
KJ672564	KJ672564	15021	viral cRNA	2015-01-28	Human respirovirus 3	Homo sapiens	HPIV3/Homo sapiens/PER/FLE6163/2009	NA	Peru: Piura	Peru	PER	26-Oct-2009	2009-10-26	NA
PP591761	PP591761	15012	viral cRNA	2024-04-16	Human respirovirus 3	Homo sapiens	ASU101541	NA	USA	USA	USA	04-Apr-2023	2023-04-04	metagenomic
KJ672540	KJ672540	14996	viral cRNA	2015-01-28	Human respirovirus 3	Homo sapiens	HPIV3/Homo sapiens/PER/FLA7653/2009	NA	Peru: Lima	Peru	PER	25-May-2009	2009-05-25	NA
KJ672570	KJ672570	14995	viral cRNA	2015-01-28	Human respirovirus 3	Homo sapiens	HPIV3/Homo sapiens/PER/FLI1375/2010	NA	Peru: Piura	Peru	PER	02-Jun-2010	2010-06-02	NA
KJ672589	KJ672589	14974	viral cRNA	2015-01-28	Human respirovirus 3	Homo sapiens	HPIV3/Homo sapiens/PER/FLI2129/2010	NA	Peru: Piura	Peru	PER	19-Jul-2010	2010-07-19	NA
KF530239	KF530239	14899	viral cRNA	2013-09-14	Human respirovirus 3	Homo sapiens	HPIV3/USA/629-2/2006	NA	USA: SE Wisconsin	USA	USA	2006	2006-01-01	NA
KJ672611	KJ672611	14879	viral cRNA	2015-01-28	Human respirovirus 3	Homo sapiens	HPIV3/Homo sapiens/PER/FLE9483/2010	NA	Peru: Piura	Peru	PER	23-Apr-2010	2010-04-23	NA
KF687345	KF687345	14874	viral cRNA	2013-09-30	Human respirovirus 3	Homo sapiens	HPIV3/ZAF/6281/2009	NA	South Africa	South Africa	ZAF	2009	2009-01-01	NA
KF687337	KF687337	14785	viral cRNA	2013-12-30	Human respirovirus 3	Homo sapiens	HPIV3/ZAF/3066/2008	NA	South Africa	South Africa	ZAF	27-Nov-2008	2008-11-27	NA
KJ672603	KJ672603	14762	viral cRNA	2015-01-28	Human respirovirus 3	Homo sapiens	HPIV3/Homo sapiens/PER/FLA5080/2008	NA	Peru: Piura	Peru	PER	18-Dec-2008	2008-12-18	NA
KJ672577	KJ672577	14735	viral cRNA	2015-01-28	Human respirovirus 3	Homo sapiens	HPIV3/Homo sapiens/PER/CFI0405/2010	NA	Peru: Iquitos	Peru	PER	02-Jul-2010	2010-07-02	NA
KF687357	KF687357	14682	viral cRNA	2013-09-30	Human respirovirus 3	Homo sapiens	HPIV3/USA/35084A/2011	NA	USA: SE Wisconsin	USA	USA	06-Jan-2011	2011-01-06	NA
KJ672536	KJ672536	14672	viral cRNA	2015-01-28	Human respirovirus 3	Homo sapiens	HPIV3/Homo sapiens/PER/FPP00491/2011	NA	Peru: Piura	Peru	PER	02-May-2011	2011-05-02	NA
KJ672543	KJ672543	14665	viral cRNA	2015-01-28	Human respirovirus 3	Homo sapiens	HPIV3/Homo sapiens/PER/FLI4734/2010	NA	Peru: Piura	Peru	PER	11-Oct-2010	2010-10-11	NA
KF687354	KF687354	14615	viral cRNA	2013-09-30	Human respirovirus 3	Homo sapiens	HPIV3/FRA/30261045/2010	NA	France	France	FRA	28-Jun-2010	2010-06-28	NA
KF687353	KF687353	14590	viral cRNA	2013-09-30	Human respirovirus 3	Homo sapiens	HPIV3/FRA/30254042/2010	NA	France	France	FRA	24-Jun-2010	2010-06-24	NA
KF687320	KF687320	14585	viral cRNA	2013-09-30	Human respirovirus 3	Homo sapiens	HPIV3/MEX/1099/2004	NA	Mexico	Mexico	MEX	17-May-2004	2004-05-17	NA
KF687328	KF687328	14582	viral cRNA	2015-03-31	Human respirovirus 3	Homo sapiens	HPIV3/MEX/3640/2007	NA	Mexico	Mexico	MEX	04-Mar-2007	2007-03-04	NA
KF687327	KF687327	14581	viral cRNA	2015-03-31	Human respirovirus 3	Homo sapiens	HPIV3/MEX/3593/2007	NA	Mexico	Mexico	MEX	16-Feb-2007	2007-02-16	NA
KF687339	KF687339	14579	viral cRNA	2013-09-30	Human respirovirus 3	Homo sapiens	HPIV3/ZAF/3238/2010	NA	South Africa	South Africa	ZAF	28-Sep-2010	2010-09-28	NA
KF687330	KF687330	14577	viral cRNA	2015-03-31	Human respirovirus 3	Homo sapiens	HPIV3/MEX/4169/2008	NA	Mexico	Mexico	MEX	11-Mar-2008	2008-03-11	NA
MH006640	MH006640	14577	viral cRNA	2018-05-17	Human respirovirus 3	Homo sapiens	HPIV3/VietNam/028/2009	NA	Viet Nam	Viet Nam	VNM	11-Nov-2009	2009-11-11	NA
MH006641	MH006641	14576	viral cRNA	2018-05-17	Human respirovirus 3	Homo sapiens	HPIV3/VietNam/029/2009	NA	Viet Nam	Viet Nam	VNM	24-Nov-2009	2009-11-24	NA
KF687347	KF687347	14574	viral cRNA	2013-10-18	Human respirovirus 3	Homo sapiens	HPIV3/USA/629-1/2006	NA	USA: SE Wisconsin	USA	USA	2006	2006-01-01	NA
KF687322	KF687322	14572	viral cRNA	2015-03-31	Human respirovirus 3	Homo sapiens	HPIV3/MEX/1512/2005	NA	Mexico	Mexico	MEX	07-Feb-2005	2005-02-07	NA
KF687332	KF687332	14571	viral cRNA	2015-03-31	Human respirovirus 3	Homo sapiens	HPIV3/MEX/4638/2009	NA	Mexico	Mexico	MEX	11-Feb-2009	2009-02-11	NA
KJ672551	KJ672551	14566	viral cRNA	2015-01-28	Human respirovirus 3	Homo sapiens	HPIV3/Homo sapiens/PER/FLA4052/2008	NA	Peru: Piura	Peru	PER	10-Sep-2008	2008-09-10	NA
KF687349	KF687349	14564	viral cRNA	2013-09-30	Human respirovirus 3	Homo sapiens	HPIV3/FRA/26232106/2006	NA	France	France	FRA	06-Jun-2006	2006-06-06	NA
KF687358	KF687358	14564	viral cRNA	2013-09-30	Human respirovirus 3	Homo sapiens	HPIV3/CHE/1105230137/2011	NA	Switzerland	Switzerland	CHE	23-May-2011	2011-05-23	NA
KF687333	KF687333	14562	viral cRNA	2013-09-30	Human respirovirus 3	Homo sapiens	HPIV3/ZAF/1181009/2007	NA	South Africa	South Africa	ZAF	2007	2007-01-01	NA
KF687348	KF687348	14560	viral cRNA	2013-09-30	Human respirovirus 3	Homo sapiens	HPIV3/USA/8745D/2011	NA	USA: SE Wisconsin	USA	USA	05-Jan-2011	2011-01-05	NA
MH006636	MH006636	14559	viral cRNA	2018-05-17	Human respirovirus 3	Homo sapiens	HPIV3/VietNam/022/2009	NA	Viet Nam	Viet Nam	VNM	12-May-2009	2009-05-12	NA
MH006671	MH006671	14555	viral cRNA	2018-05-17	Human respirovirus 3	Homo sapiens	HPIV3/VietNam/093/2010	NA	Viet Nam	Viet Nam	VNM	27-May-2010	2010-05-27	NA
MH006673	MH006673	14555	viral cRNA	2018-05-17	Human respirovirus 3	Homo sapiens	HPIV3/VietNam/095/2010	NA	Viet Nam	Viet Nam	VNM	01-Dec-2010	2010-12-01	NA
KF687356	KF687356	14552	viral cRNA	2013-12-30	Human respirovirus 3	Homo sapiens	HPIV3/FRA/31065118/2011	NA	France	France	FRA	11-Feb-2011	2011-02-11	NA
KJ672594	KJ672594	14552	viral cRNA	2015-01-28	Human respirovirus 3	Homo sapiens	HPIV3/Homo sapiens/PER/FLA6722/2009	NA	Peru: Piura	Peru	PER	11-Apr-2009	2009-04-11	NA
KJ672550	KJ672550	14550	viral cRNA	2015-01-28	Human respirovirus 3	Homo sapiens	HPIV3/Homo sapiens/PER/FLA5339/2009	NA	Peru: Piura	Peru	PER	14-Jan-2009	2009-01-14	NA
MH006679	MH006679	14541	viral cRNA	2018-05-17	Human respirovirus 3	Homo sapiens	HPIV3/VietNam/101/2010	NA	Viet Nam	Viet Nam	VNM	17-Mar-2010	2010-03-17	NA
MH006631	MH006631	14539	viral cRNA	2018-05-17	Human respirovirus 3	Homo sapiens	HPIV3/VietNam/017/2009	NA	Viet Nam	Viet Nam	VNM	30-Mar-2009	2009-03-30	NA
KF687334	KF687334	14531	viral cRNA	2013-09-30	Human respirovirus 3	Homo sapiens	HPIV3/ZAF/1200334/2007	NA	South Africa	South Africa	ZAF	2007	2007-01-01	NA
KF687324	KF687324	14506	viral cRNA	2015-03-31	Human respirovirus 3	Homo sapiens	HPIV3/MEX/2822/2006	NA	Mexico	Mexico	MEX	31-May-2006	2006-05-31	NA
PP591760	PP591760	14481	viral cRNA	2024-04-16	Human respirovirus 3	Homo sapiens	ASU101521	NA	USA	USA	USA	27-Mar-2023	2023-03-27	metagenomic
PP591759	PP591759	14480	viral cRNA	2024-04-16	Human respirovirus 3	Homo sapiens	ASU101517	NA	USA	USA	USA	23-Mar-2023	2023-03-23	metagenomic
KF687343	KF687343	14478	viral cRNA	2013-09-30	Human respirovirus 3	Homo sapiens	HPIV3/ARG/13009/2006	NA	Argentina	Argentina	ARG	06-Jul-2006	2006-07-06	NA
KF687329	KF687329	14460	viral cRNA	2015-03-31	Human respirovirus 3	Homo sapiens	HPIV3/MEX/4159/2008	NA	Mexico	Mexico	MEX	04-Mar-2008	2008-03-04	NA
KF687351	KF687351	14446	viral cRNA	2013-09-30	Human respirovirus 3	Homo sapiens	HPIV3/FRA/28015134/2008	NA	France	France	FRA	04-Jan-2008	2008-01-04	NA
KF687342	KF687342	14423	viral cRNA	2013-12-30	Human respirovirus 3	Homo sapiens	HPIV3/ARG/14555/2007	NA	Argentina	Argentina	ARG	11-May-2007	2007-05-11	NA
KF687344	KF687344	14419	viral cRNA	2013-09-30	Human respirovirus 3	Homo sapiens	HPIV3/ZAF/2516/2008	NA	South Africa	South Africa	ZAF	25-Aug-2008	2008-08-25	NA
KF687350	KF687350	14419	viral cRNA	2013-12-30	Human respirovirus 3	Homo sapiens	HPIV3/FRA/27045070/2007	NA	France	France	FRA	26-Jan-2007	2007-01-26	NA
KF687323	KF687323	14373	viral cRNA	2015-03-31	Human respirovirus 3	Homo sapiens	HPIV3/MEX/1527/2005	NA	Mexico	Mexico	MEX	11-Feb-2005	2005-02-11	NA
KF687335	KF687335	14373	viral cRNA	2013-12-30	Human respirovirus 3	Homo sapiens	HPIV3/ZAF/1183071/2007	NA	South Africa	South Africa	ZAF	2007	2007-01-01	NA
KF687341	KF687341	14322	viral cRNA	2013-12-30	Human respirovirus 3	Homo sapiens	HPIV3/ARG/12894/2006	NA	Argentina	Argentina	ARG	16-Jun-2006	2006-06-16	NA
KF687352	KF687352	14246	viral cRNA	2013-09-30	Human respirovirus 3	Homo sapiens	HPIV3/FRA/29122056/2009	NA	France	France	FRA	17-Mar-2009	2009-03-17	NA
KJ672592	KJ672592	14244	viral cRNA	2015-01-28	Human respirovirus 3	Homo sapiens	HPIV3/Homo sapiens/PER/FLE9499/2010	NA	Peru: Piura	Peru	PER	28-Apr-2010	2010-04-28	NA
KJ672571	KJ672571	14206	viral cRNA	2015-01-28	Human respirovirus 3	Homo sapiens	HPIV3/Homo sapiens/PER/FPP00522/2011	NA	Peru: Piura	Peru	PER	12-May-2011	2011-05-12	NA
KF687338	KF687338	14156	viral cRNA	2013-12-30	Human respirovirus 3	Homo sapiens	HPIV3/ZAF/3227/2010	NA	South Africa	South Africa	ZAF	27-Sep-2010	2010-09-27	NA
KJ672528	KJ672528	14149	viral cRNA	2015-01-28	Human respirovirus 3	Homo sapiens	HPIV3/Homo sapiens/PER/FLA6504/2009	NA	Peru: Iquitos	Peru	PER	25-Mar-2009	2009-03-25	NA
KF687326	KF687326	14134	viral cRNA	2015-03-31	Human respirovirus 3	Homo sapiens	HPIV3/MEX/2841/2006	NA	Mexico	Mexico	MEX	12-Jun-2006	2006-06-12	NA
KF687331	KF687331	14096	viral cRNA	2015-03-31	Human respirovirus 3	Homo sapiens	HPIV3/MEX/4601/2009	NA	Mexico	Mexico	MEX	27-Jan-2009	2009-01-27	NA
KJ672563	KJ672563	13321	viral cRNA	2015-01-28	Human respirovirus 3	Homo sapiens	HPIV3/Homo sapiens/PER/FLI2131/2010	NA	Peru: Piura	Peru	PER	19-Jul-2010	2010-07-19	NA
MW575663	MW575663	13175	viral cRNA	2021-06-29	Human respirovirus 3	Homo sapiens	PUMCH13961/2014	NA	China	China	CHN	2014	2014-01-01	NA
MH006630	MH006630	12806	viral cRNA	2018-05-17	Human respirovirus 3	Homo sapiens	HPIV3/VietNam/016/2009	NA	Viet Nam	Viet Nam	VNM	16-Mar-2009	2009-03-16	NA
MH006665	MH006665	12796	viral cRNA	2018-05-17	Human respirovirus 3	Homo sapiens	HPIV3/VietNam/086/2010	NA	Viet Nam	Viet Nam	VNM	28-Jan-2010	2010-01-28	NA
MH006659	MH006659	12794	viral cRNA	2018-05-17	Human respirovirus 3	Homo sapiens	HPIV3/VietNam/079/2009	NA	Viet Nam	Viet Nam	VNM	22-Dec-2009	2009-12-22	NA
MH006670	MH006670	12792	viral cRNA	2018-05-17	Human respirovirus 3	Homo sapiens	HPIV3/VietNam/092/2010	NA	Viet Nam	Viet Nam	VNM	20-Apr-2010	2010-04-20	NA
MH006643	MH006643	12781	viral cRNA	2018-05-17	Human respirovirus 3	Homo sapiens	HPIV3/VietNam/032/2010	NA	Viet Nam	Viet Nam	VNM	05-Jan-2010	2010-01-05	NA
MH006660	MH006660	11995	viral cRNA	2018-05-17	Human respirovirus 3	Homo sapiens	HPIV3/VietNam/081/2009	NA	Viet Nam	Viet Nam	VNM	22-Dec-2009	2009-12-22	NA
KF687355	KF687355	11972	viral cRNA	2013-12-30	Human respirovirus 3	Homo sapiens	HPIV3/FRA/31084077/2011	NA	France	France	FRA	24-Feb-2011	2011-02-24	NA
KJ672602	KJ672602	11281	viral cRNA	2015-01-28	Human respirovirus 3	Homo sapiens	HPIV3/Homo sapiens/PER/FLE7202/2009	NA	Peru: Piura	Peru	PER	20-Nov-2009	2009-11-20	NA
M21649	M21649	10643	genomic RNA	1993-08-02	Human respirovirus 3	NA	NA	NA	NA	NA	NA	NA	NA	NA
MH006651	MH006651	10575	viral cRNA	2018-05-17	Human respirovirus 3	Homo sapiens	HPIV3/VietNam/059/2010	NA	Viet Nam	Viet Nam	VNM	06-Jan-2010	2010-01-06	NA
MW575662	MW575662	8826	viral cRNA	2021-06-29	Human respirovirus 3	Homo sapiens	BCH4066A/2014	NA	China	China	CHN	2014	2014-01-01	NA
MH006662	MH006662	7501	viral cRNA	2018-05-17	Human respirovirus 3	Homo sapiens	HPIV3/VietNam/083/2010	NA	Viet Nam	Viet Nam	VNM	11-Jan-2010	2010-01-11	NA
MH006680	MH006680	7308	viral cRNA	2018-05-17	Human respirovirus 3	Homo sapiens	HPIV3/VietNam/102/2010	NA	Viet Nam	Viet Nam	VNM	28-Dec-2010	2010-12-28	NA
KF530246	KF530246	7017	viral cRNA	2013-09-14	Human respirovirus 3	Homo sapiens	HPIV3/CHE/1103040115/2011	NA	Switzerland	Switzerland	CHE	03-Mar-2011	2011-03-03	NA
MH006632	MH006632	6737	viral cRNA	2018-05-17	Human respirovirus 3	Homo sapiens	HPIV3/VietNam/018/2009	NA	Viet Nam	Viet Nam	VNM	31-Mar-2009	2009-03-31	NA
MH006629	MH006629	6690	viral cRNA	2018-05-17	Human respirovirus 3	Homo sapiens	HPIV3/VietNam/001/2010	NA	Viet Nam	Viet Nam	VNM	14-Jan-2010	2010-01-14	NA
MH006666	MH006666	6461	viral cRNA	2018-05-17	Human respirovirus 3	Homo sapiens	HPIV3/VietNam/087/2010	NA	Viet Nam	Viet Nam	VNM	19-Mar-2010	2010-03-19	NA
MH006675	MH006675	6075	viral cRNA	2018-05-17	Human respirovirus 3	Homo sapiens	HPIV3/VietNam/097/2010	NA	Viet Nam	Viet Nam	VNM	19-Mar-2010	2010-03-19	NA
MH006663	MH006663	5048	viral cRNA	2018-05-17	Human respirovirus 3	Homo sapiens	HPIV3/VietNam/084/2010	NA	Viet Nam	Viet Nam	VNM	12-Jan-2010	2010-01-12	NA
MH006669	MH006669	4605	viral cRNA	2018-05-17	Human respirovirus 3	Homo sapiens	HPIV3/VietNam/090/2010	NA	Viet Nam	Viet Nam	VNM	06-Apr-2010	2010-04-06	NA
MH006637	MH006637	4571	viral cRNA	2018-05-17	Human respirovirus 3	Homo sapiens	HPIV3/VietNam/023/2009	NA	Viet Nam	Viet Nam	VNM	01-Jun-2009	2009-06-01	NA
KX467885	KX467885	3748	viral cRNA	2017-06-08	Human respirovirus 3	Homo sapiens	HPIV3s/Zagreb.HR/10.11(6622)	NA	Croatia	Croatia	HRV	07-Mar-2011	2011-03-07	NA
KX467886	KX467886	3748	viral cRNA	2017-06-08	Human respirovirus 3	Homo sapiens	HPIV3s/Zagreb.HR/14.11(8322)	NA	Croatia	Croatia	HRV	05-Apr-2011	2011-04-05	NA
KX467887	KX467887	3748	viral cRNA	2017-06-08	Human respirovirus 3	Homo sapiens	HPIV3s/Zagreb.HR/17.11(9124)	NA	Croatia	Croatia	HRV	25-Apr-2011	2011-04-25	NA
KX467888	KX467888	3748	viral cRNA	2017-06-08	Human respirovirus 3	Homo sapiens	HPIV3s/Zagreb.HR/19.11(9934)	NA	Croatia	Croatia	HRV	13-Apr-2011	2011-04-13	NA
KX467889	KX467889	3748	viral cRNA	2017-06-08	Human respirovirus 3	Homo sapiens	HPIV3s/Zagreb.HR/23.11(11100)	NA	Croatia	Croatia	HRV	08-Jun-2011	2011-06-08	NA
KX467890	KX467890	3748	viral cRNA	2017-06-08	Human respirovirus 3	Homo sapiens	HPIV3s/Zagreb.HR/25.11(11676)	NA	Croatia	Croatia	HRV	22-Jun-2011	2011-06-22	NA
KX467891	KX467891	3748	viral cRNA	2017-06-08	Human respirovirus 3	Homo sapiens	HPIV3s/Zagreb.HR/19.12(2501)	NA	Croatia	Croatia	HRV	08-May-2012	2012-05-08	NA
KX467892	KX467892	3748	viral cRNA	2017-06-08	Human respirovirus 3	Homo sapiens	HPIV3s/Zagreb.HR/20.12(2547)	NA	Croatia	Croatia	HRV	20-May-2012	2012-05-20	NA
KX467893	KX467893	3748	viral cRNA	2017-06-08	Human respirovirus 3	Homo sapiens	HPIV3s/Zagreb.HR/44.12(3108)	NA	Croatia	Croatia	HRV	30-Oct-2012	2012-10-30	NA
KX467894	KX467894	3748	viral cRNA	2017-06-08	Human respirovirus 3	Homo sapiens	HPIV3s/Zagreb.HR/48.12(3266)	NA	Croatia	Croatia	HRV	29-Nov-2012	2012-11-29	NA
KX467895	KX467895	3748	viral cRNA	2017-06-08	Human respirovirus 3	Homo sapiens	HPIV3s/Zagreb.HR/51.12(3379)	NA	Croatia	Croatia	HRV	17-Dec-2012	2012-12-17	NA
KX467896	KX467896	3748	viral cRNA	2017-06-08	Human respirovirus 3	Homo sapiens	HPIV3s/Zagreb.HR/46.13(1650)	NA	Croatia	Croatia	HRV	15-Nov-2013	2013-11-15	NA
KX467897	KX467897	3748	viral cRNA	2017-06-08	Human respirovirus 3	Homo sapiens	HPIV3s/Zagreb.HR/08.14(346)	NA	Croatia	Croatia	HRV	17-Feb-2014	2014-02-17	NA
KX467898	KX467898	3748	viral cRNA	2017-06-08	Human respirovirus 3	Homo sapiens	HPIV3s/Zagreb.HR/08.14(390)	NA	Croatia	Croatia	HRV	20-Feb-2014	2014-02-20	NA
KX467899	KX467899	3748	viral cRNA	2017-06-08	Human respirovirus 3	Homo sapiens	HPIV3s/Zagreb.HR/08.14(420)	NA	Croatia	Croatia	HRV	21-Feb-2014	2014-02-21	NA
KX467900	KX467900	3748	viral cRNA	2017-06-08	Human respirovirus 3	Homo sapiens	HPIV3s/Zagreb.HR/19.11(9935)	NA	Croatia	Croatia	HRV	13-Apr-2011	2011-04-13	NA
KX467901	KX467901	3748	viral cRNA	2017-06-08	Human respirovirus 3	Homo sapiens	HPIV3s/Zagreb.HR/18.11(9484)	NA	Croatia	Croatia	HRV	04-Apr-2011	2011-04-04	NA
KX467902	KX467902	3748	viral cRNA	2017-06-08	Human respirovirus 3	Homo sapiens	HPIV3s/Zagreb.HR/40.12(2999)	NA	Croatia	Croatia	HRV	07-Oct-2012	2012-10-07	NA
KX467903	KX467903	3748	viral cRNA	2017-06-08	Human respirovirus 3	Homo sapiens	HPIV3s/Zagreb.HR/46.13(1651)	NA	Croatia	Croatia	HRV	15-Nov-2013	2013-11-15	NA
KX467904	KX467904	3748	viral cRNA	2017-06-08	Human respirovirus 3	Homo sapiens	HPIV3s/Zagreb.HR/21.14(1014)	NA	Croatia	Croatia	HRV	23-May-2014	2014-05-23	NA
KX467905	KX467905	3748	viral cRNA	2017-06-08	Human respirovirus 3	Homo sapiens	HPIV3s/Zagreb.HR/40.14(1406)	NA	Croatia	Croatia	HRV	02-Oct-2014	2014-10-02	NA
KX467906	KX467906	3748	viral cRNA	2017-06-08	Human respirovirus 3	Homo sapiens	HPIV3s/Zagreb.HR/29.15(1322)	NA	Croatia	Croatia	HRV	21-May-2015	2015-05-21	NA
MH006667	MH006667	3345	viral cRNA	2018-05-17	Human respirovirus 3	Homo sapiens	HPIV3/VietNam/088/2010	NA	Viet Nam	Viet Nam	VNM	24-Mar-2010	2010-03-24	NA
MW575664	MW575664	3026	viral cRNA	2021-06-29	Human respirovirus 3	Homo sapiens	BCH3283A/2012	NA	China	China	CHN	2012	2012-01-01	NA
MH006645	MH006645	2779	viral cRNA	2018-05-17	Human respirovirus 3	Homo sapiens	HPIV3/VietNam/050/2009	NA	Viet Nam	Viet Nam	VNM	16-Mar-2009	2009-03-16	NA
MH006648	MH006648	2735	viral cRNA	2018-05-17	Human respirovirus 3	Homo sapiens	HPIV3/VietNam/054/2009	NA	Viet Nam	Viet Nam	VNM	10-Nov-2009	2009-11-10	NA
MH006650	MH006650	2735	viral cRNA	2018-05-17	Human respirovirus 3	Homo sapiens	HPIV3/VietNam/058/2010	NA	Viet Nam	Viet Nam	VNM	04-Jan-2010	2010-01-04	NA
MH006653	MH006653	2734	viral cRNA	2018-05-17	Human respirovirus 3	Homo sapiens	HPIV3/VietNam/072/2010	NA	Viet Nam	Viet Nam	VNM	22-Jun-2010	2010-06-22	NA
MH006644	MH006644	2552	viral cRNA	2018-05-17	Human respirovirus 3	Homo sapiens	HPIV3/VietNam/035/2010	NA	Viet Nam	Viet Nam	VNM	18-Jan-2010	2010-01-18	NA
D00047	D00047	2023	mRNA	2007-06-30	Human respirovirus 3	NA	HA-1	NA	NA	NA	NA	NA	NA	NA
M14890	M14890	2015	genomic RNA	1993-08-02	Human respirovirus 3	NA	NA	NA	NA	NA	NA	NA	NA	NA
D10029	D10029	2014	mRNA	2006-09-16	Human respirovirus 3	NA	HA-1 47885	NA	NA	NA	NA	NA	NA	NA
M14932	M14932	2013	genomic RNA	1995-05-17	Human respirovirus 3	Homo sapiens	47885	NA	NA	NA	NA	NA	NA	NA
X04721	X04721	2009	genomic RNA	1993-09-12	Human respirovirus 3	NA	NA	NA	NA	NA	NA	NA	NA	NA
M20402	M20402	1995	mRNA	1993-08-02	Human respirovirus 3	NA	NA	NA	NA	NA	NA	NA	NA	NA
X05303	X05303	1896	genomic RNA	2005-04-18	Human respirovirus 3	NA	NA	NA	NA	NA	NA	NA	NA	NA
OR189407	OR189407	1888	viral cRNA	2023-12-31	Human respirovirus 3	Homo sapiens	hPiv3/Russia/SPE-RII-34827S/2022	NA	Russia: Saint Petersburg	Russia	RUS	26-Sep-2022	2022-09-26	NA
OR189408	OR189408	1888	viral cRNA	2023-12-31	Human respirovirus 3	Homo sapiens	hPiv3/Russia/SPE-RII-34978S/2022	NA	Russia: Saint Petersburg	Russia	RUS	13-Sep-2022	2022-09-13	NA
